originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
dmKVQDung6w6,0,0,5,1,1,-1,6,78.65506622013166,KVQDdmungw66,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,19,17,19,17,16,16,12,10,2,0
kRkr8ZnCcakN,0,0,5,1,1,-1,6,78.65506622013166,RZCNkkrncak8,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
EWUNm6aDm4xM,0,0,5,1,1,-1,6,78.65506622013166,EWUNDMmamx64,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
nf6WxY7QrGzx,0,0,5,1,1,0,7,78.65506622013166,WYQGnfxrzx67,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,10,2,0
mZfYFQKdYm6A,0,0,5,1,1,-1,6,78.65506622013166,ZYFQKYAmfdm6,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,21,20,21,20,19,19,12,11,1,0
jSUpUezQ4Hwe,0,0,5,1,1,-1,6,78.65506622013166,SUUQHjpezwe4,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,11,1,0
pNabUyjNFPSu,0,0,5,1,0,-1,5,78.65506622013166,NUNFPSpabyju,68.8033171787156,9.851749041416058,12.525256814156133,0,0,5,1,0,-1,5,18,18,18,18,18,18,12,12,0,0
GateKAnmVtLD,0,0,5,1,0,-1,5,78.65506622013166,GKAVLDatenmt,68.8033171787156,9.851749041416058,12.525256814156133,0,0,5,1,0,-1,5,18,18,18,18,18,18,12,12,0,0
eCntsPjQgbTH,0,0,5,1,0,-1,5,78.65506622013166,CPQTHentsjgb,69.02570960005205,9.62935662007961,12.242512889290518,0,0,5,1,0,-1,5,17,17,17,17,17,17,12,12,0,0
QEMa4hX3mpw2,0,0,5,1,1,-1,6,78.65506622013166,QEMXahmpw432,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,21,17,21,17,16,16,12,9,3,0
LwnGu2KmCShc,0,0,5,1,1,-1,6,78.65506622013166,LGKCSwnumhc2,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,11,1,0
PRCjrwMBdyPM,0,0,5,1,0,-1,5,78.65506622013166,PRCMBPMjrwdy,69.02570960005205,9.62935662007961,12.242512889290518,0,0,5,1,0,-1,5,19,19,19,19,19,19,12,12,0,0
V9bBgqan8m3J,0,0,5,1,1,-1,6,78.65506622013166,VBJbgqanm983,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,-1,5,21,16,21,16,15,15,12,9,3,0
Zzg8kMVfWdte,0,0,5,1,1,-1,6,78.65506622013166,ZMVWzgkfdte8,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
PbUGTqBGwPWc,0,0,5,1,0,-1,5,78.65506622013166,PUGTBGPWbqwc,69.70378150516468,8.951284714966972,11.380429952108924,0,0,5,1,0,-1,5,20,20,20,20,20,20,12,12,0,0
DRJEUK7ChRFt,0,0,5,1,1,-1,6,78.65506622013166,DRJEUKCRFht7,69.28874400588585,9.366322214245816,11.908097805209804,0,0,5,1,0,-1,5,23,22,23,22,21,21,12,11,1,0
xSBnhByj33rP,0,0,5,1,1,-1,6,78.65506622013166,SBBPxnhyjr33,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,10,2,0
cyxssFbqwFpH,0,0,5,1,0,-1,5,78.65506622013166,FFHcyxssbqwp,70.873706506607,7.781359713524661,9.89301781495803,0,0,5,1,0,-1,5,15,15,15,15,15,15,12,12,0,0
VJQCAXzrdCGG,0,0,5,1,0,-1,5,78.65506622013166,VJQCAXCGGzrd,70.873706506607,7.781359713524661,9.89301781495803,0,0,5,1,0,-1,5,21,21,21,21,21,21,12,12,0,0
zFDqFznB6vaz,0,0,5,1,1,-1,6,78.65506622013166,FDFBzqznvaz6,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
GMjkcQtVA4MW,0,0,5,1,1,-1,6,78.65506622013166,GMQVAMWjkct4,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,21,20,21,20,19,19,12,11,1,0
RgpfmD2AJTtx,0,0,5,1,1,-1,6,78.65506622013166,RDAJTgpfmtx2,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,11,1,0
WadrGxSQC4nM,0,0,5,1,1,-1,6,78.65506622013166,WGSQCMadrxn4,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,20,19,20,19,18,18,12,11,1,0
magUepprX4De,0,0,5,1,1,-1,6,78.65506622013166,UXDmageppre4,67.70378150516468,10.951284714966972,13.923177795461578,0,0,5,1,0,-1,5,17,16,17,16,15,15,12,11,1,0
2PndfENaqksC,0,0,5,1,0,-1,5,78.65506622013166,PENCndfaqks2,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
sbeFjCsruqPW,0,0,5,1,0,-1,5,78.65506622013166,FCPWsbejsruq,69.70378150516468,8.951284714966972,11.380429952108924,0,0,5,1,0,-1,5,16,16,16,16,16,16,12,12,0,0
bRkrFgMB8hSr,0,0,5,1,1,0,7,78.65506622013166,RFMBSbkrghr8,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,0,6,19,18,19,18,17,17,12,11,1,0
uFMjny7sVswN,0,0,5,1,1,-1,6,78.65506622013166,FMVNujnyssw7,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
9FdE62Rk7n6X,0,0,5,1,1,-1,6,78.65506622013166,FERXdkn96276,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,24,17,24,17,16,16,12,7,5,0
F2n6eXrszwa4,0,0,5,1,1,-1,6,78.65506622013166,FXnerszwa264,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,19,15,19,15,14,14,12,9,3,0
QLsHZjRFhhdv,0,0,5,1,0,0,6,78.65506622013166,QLHZRFsjhhdv,68.8033171787156,9.851749041416058,12.525256814156133,0,0,5,1,0,0,6,18,18,18,18,18,18,12,12,0,0
wDWPhPUb7cxU,0,0,5,1,1,-1,6,78.65506622013166,DWPPUUwhbcx7,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,20,19,20,19,18,18,12,11,1,0
Mmn3h7vzJ3xH,0,0,5,1,1,0,7,78.65506622013166,MJHmnhvzx373,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,-1,5,21,16,21,16,15,15,12,9,3,0
hkRhALX5gaEd,0,0,5,1,1,-1,6,78.65506622013166,RALXEhkhgad5,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,11,1,0
6tpbz97spz3Y,0,0,5,0,1,0,6,78.65506622013166,Ytpbzspz6973,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,0,0,-1,4,19,14,19,14,13,13,12,8,4,0
3uaK6QcYtmWw,0,0,5,1,1,-1,6,78.65506622013166,KQYWuactmw36,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,10,2,0
PpyvYVxrpN8c,0,0,5,1,1,-1,6,78.65506622013166,PYVNpyvxrpc8,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
wLARMHYacV9v,0,0,5,1,1,-1,6,78.65506622013166,LARMHYVwacv9,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,21,20,21,20,19,19,12,11,1,0
XTAePq5ybR5g,0,0,5,1,1,-1,6,78.65506622013166,XTAPReqybg55,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,21,18,21,18,17,17,12,10,2,0
7jUxDD6WjW6b,0,0,5,1,1,-1,6,78.65506622013166,UDDWWjxjb766,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,23,18,23,18,17,17,12,9,3,0
ZvPSyKmJtJKP,0,0,5,1,0,-1,5,78.65506622013166,ZPSKJJKPvymt,69.70378150516468,8.951284714966972,11.380429952108924,0,0,5,1,0,-1,5,20,20,20,20,20,20,12,12,0,0
eQ5gbGT54vtq,0,0,5,1,1,-1,6,78.65506622013166,QGTegbvtq554,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,-1,5,19,16,19,16,15,15,12,9,3,0
drySWS45JSzx,0,0,5,1,1,-1,6,78.65506622013166,SWSJSdryzx45,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,10,2,0
ZNHnUZScdsAU,0,0,5,1,0,-1,5,78.65506622013166,ZNHUZSAUncds,69.70378150516468,8.951284714966972,11.380429952108924,0,0,5,1,0,-1,5,20,20,20,20,20,20,12,12,0,0
UwbtbmkWygZU,0,0,5,1,0,-1,5,78.65506622013166,UWZUwbtbmkyg,69.70378150516468,8.951284714966972,11.380429952108924,0,0,5,1,0,-1,5,16,16,16,16,16,16,12,12,0,0
8HzF4g7fsJmE,0,0,5,1,1,-1,6,78.65506622013166,HFJEzgfsm847,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,22,17,22,17,16,16,12,9,3,0
pe7eqf94Haxd,0,0,5,0,1,-1,5,78.65506622013166,Hpeeqfaxd794,67.70378150516468,10.951284714966972,13.923177795461578,0,0,5,0,0,-1,4,17,14,17,14,13,13,12,9,3,0
rREyHCmxzxje,0,0,5,1,0,-1,5,78.65506622013166,REHCrymxzxje,69.70378150516468,8.951284714966972,11.380429952108924,0,0,5,1,0,-1,5,16,16,16,16,16,16,12,12,0,0
sE6ffbeHjUtA,0,0,5,1,1,-1,6,78.65506622013166,EHUAsffbejt6,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
Jxt7avj4aDHB,0,0,5,1,1,-1,6,78.65506622013166,JDHBxtavja74,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,10,2,0
uW584AXYLKQE,0,0,5,1,1,-1,6,78.65506622013166,WAXYLKQEu584,67.70378150516468,10.951284714966972,13.923177795461578,0,0,5,1,0,-1,5,22,21,22,21,20,20,12,9,3,0
9QXRUSSwpMfP,0,0,5,1,0,-1,5,78.65506622013166,QXRUSSMPwpf9,67.70378150516468,10.951284714966972,13.923177795461578,0,0,5,1,0,-1,5,22,21,22,21,20,20,12,11,1,0
bxdZfRjWvFBY,0,0,5,1,0,-1,5,78.65506622013166,ZRWFBYbxdfjv,68.8033171787156,9.851749041416058,12.525256814156133,0,0,5,1,0,-1,5,18,18,18,18,18,18,12,12,0,0
VvZXPMSGxWhC,0,0,5,1,0,0,6,78.65506622013166,VZXPMSGWCvxh,70.873706506607,7.781359713524661,9.89301781495803,0,0,5,1,0,0,6,21,21,21,21,21,21,12,12,0,0
3CJcEqVqfYj6,0,0,5,1,1,-1,6,78.65506622013166,CJEVYcqqfj36,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,20,18,20,18,17,17,12,10,2,0
mCNgDDNg8jnc,0,0,5,1,1,0,7,78.65506622013166,CNDDNmggjnc8,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,0,6,19,18,19,18,17,17,12,11,1,0
X83Ls6pGanXx,0,0,5,1,1,-1,6,78.65506622013166,XLGXspanx836,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,9,3,0
Xdwwuk6KY2Tk,0,0,5,1,1,-1,6,78.65506622013166,XKYTdwwukk62,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,10,2,0
EXHSu4r8WCb4,0,0,5,1,1,-1,6,78.65506622013166,EXHSWCurb484,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,-1,5,23,19,23,19,18,18,12,9,3,0
yj7s9B7rQSuw,0,0,5,1,1,-1,6,78.65506622013166,BQSyjsruw797,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,-1,5,21,16,21,16,15,15,12,9,3,0
FkTMeq2sEamB,0,0,5,1,1,-1,6,78.65506622013166,FTMEBkeqsam2,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,11,1,0
aCRZdc3RmSxm,0,0,5,1,1,-1,6,78.65506622013166,CRZRSadcmxm3,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,11,1,0
L6mhQZr6vmqr,0,0,5,1,1,0,7,78.65506622013166,LQZmhrvmqr66,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,0,6,19,16,19,16,15,15,12,10,2,0
GDvDZtpmL8K2,0,0,5,1,1,0,7,78.65506622013166,GDDZLKvtpm82,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,0,6,21,19,21,19,18,18,12,10,2,0
EhdDUbFRUd3S,0,0,5,1,1,-1,6,78.65506622013166,EDUFRUShdbd3,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,21,20,21,20,19,19,12,11,1,0
YQmYpn5ffVBG,0,0,5,1,1,-1,6,78.65506622013166,YQYVBGmpnff5,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,20,19,20,19,18,18,12,11,1,0
SgwcV9P4xeLF,0,0,5,1,1,-1,6,78.65506622013166,SVPLFgwcxe94,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,0,6,21,18,21,18,17,17,12,10,2,0
A9HK4Vvz2KBy,0,0,5,1,1,-1,6,78.65506622013166,AHKVKBvzy942,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,-1,5,24,19,24,19,18,18,12,9,3,0
QNHqP5jCNnHX,0,0,5,1,1,0,7,78.65506622013166,QNHPCNHXqjn5,67.70378150516468,10.951284714966972,13.923177795461578,0,0,5,1,0,0,6,22,21,22,21,20,20,12,11,1,0
ppDYsaXZfmKz,0,0,5,1,0,-1,5,78.65506622013166,DYXZKppsafmz,69.02570960005205,9.62935662007961,12.242512889290518,0,0,5,1,0,-1,5,17,17,17,17,17,17,12,12,0,0
6939yUMHMUYW,0,0,5,1,0,-1,5,78.65506622013166,UMHMUYWy6939,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,21,20,21,20,19,19,12,8,4,0
