originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
j7Bgj6VF7ALf,0,0,5,1,1,-1,6,78.65506622013166,BVFALjgjf767,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,23,18,23,18,17,17,12,9,3,0
MBhB4X2mkYc8,0,0,5,1,1,-1,6,78.65506622013166,MBBXYhmkc428,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,22,18,22,18,17,17,12,9,3,0
675fPqL9qm8q,0,0,5,1,1,0,7,78.65506622013166,PLfqqmq67598,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,0,6,20,15,20,15,14,14,12,7,5,0
9pN5cnYcMDVV,0,0,5,1,1,-1,6,78.65506622013166,NYMDVVpcnc95,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
pLKh88p82aJ2,0,0,5,1,1,-1,6,78.65506622013166,LKJphpa88822,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,20,16,20,16,15,15,12,7,5,0
EKwh2ZmHzzAF,0,0,5,1,1,-1,6,78.65506622013166,EKZHAFwhmzz2,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,20,19,20,19,18,18,12,11,1,0
LNary2CVG2de,0,0,5,1,1,-1,6,78.65506622013166,LNCVGaryde22,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,21,18,21,18,17,17,12,10,2,0
YWnfZ2jPEn9Z,0,0,5,1,1,-1,6,78.65506622013166,YWZPEZnfjn29,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
fE9R53rxRDQG,0,0,5,1,1,-1,6,78.65506622013166,ERRDQGfrx953,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,9,3,0
v5xJ6jJYxrkz,0,0,5,1,1,-1,6,78.65506622013166,JJYvxjxrkz56,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,19,16,19,16,15,15,12,10,2,0
5sJ4L3uZUN2q,0,0,5,1,1,-1,6,78.65506622013166,JLZUNsuq5432,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,25,18,25,18,17,17,12,8,4,0
2hzNbu3C789t,0,0,5,1,1,-1,6,78.65506622013166,NChzbut23789,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,20,15,20,15,14,14,12,7,5,0
jsJFjam9EbEV,0,0,5,1,1,-1,6,78.65506622013166,JFEEVjsjamb9,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,11,1,0
BmhU4SCue2cU,0,0,5,1,1,-1,6,78.65506622013166,BUSCUmhuec42,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,21,18,21,18,17,17,12,10,2,0
NcF9BpWJWQJ6,0,0,5,1,1,0,7,78.65506622013166,NFBWJWQJcp96,67.11881900444352,11.53624721568813,14.666883864037029,0,0,5,1,0,0,6,23,21,23,21,20,20,12,10,2,0
nJWxmB3UR7tt,0,0,5,1,1,-1,6,78.65506622013166,JWBURnxmtt37,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,21,18,21,18,17,17,12,10,2,0
mnR8wV3WTe2m,0,0,5,1,1,-1,6,78.65506622013166,RVWTmnwem832,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,22,17,22,17,16,16,12,9,3,0
GbzJGe229FDn,0,0,5,1,1,-1,6,78.65506622013166,GJGFDbzen229,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,9,3,0
g69urFEhpjEk,0,0,5,1,1,-1,6,78.65506622013166,FEEgurhpjk69,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,17,16,17,16,15,15,12,10,2,0
qYAQefSZ2Ueg,0,0,5,1,1,-1,6,78.65506622013166,YAQSZUqefeg2,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,20,19,20,19,18,18,12,11,1,0
aAHCjstRy5CD,0,0,5,1,1,-1,6,78.65506622013166,AHCRCDajsty5,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,20,19,20,19,18,18,12,11,1,0
6kpc9Q4vHTgR,0,0,5,1,1,0,7,78.65506622013166,QHTRkpcvg694,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,0,6,22,17,22,17,16,16,12,9,3,0
b7Wp7LZ9Tutt,0,0,5,1,1,-1,6,78.65506622013166,WLZTbputt779,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,22,17,22,17,16,16,12,9,3,0
v3Ug22S6pAFy,0,0,5,1,1,-1,6,78.65506622013166,USAFvgpy3226,63.57449848821972,15.080567731911938,19.173040538426356,0,0,5,1,0,-1,5,22,17,22,17,16,16,12,8,4,0
FPLAzDWVY8F4,0,0,5,1,1,-1,6,78.65506622013166,FPLADWVYFz84,69.28874400588585,9.366322214245816,11.908097805209804,0,0,5,1,0,-1,5,24,22,24,22,21,21,12,10,2,0
ApckW79q6XBU,0,0,5,1,1,-1,6,78.65506622013166,AWXBUpckq796,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,21,18,21,18,17,17,12,9,3,0
XW47dbxm4qDs,0,0,5,1,1,0,7,78.65506622013166,XWDdbxmqs474,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,0,6,19,16,19,16,15,15,12,9,3,0
8dBukjvrUXv7,0,0,5,1,1,-1,6,78.65506622013166,BUXdukjvrv87,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,18,16,18,16,15,15,12,10,2,0
fA7eETE5rADw,0,0,5,1,1,-1,6,78.65506622013166,AETEADferw75,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
kAXW4eAhCrT4,0,0,5,1,1,-1,6,78.65506622013166,AXWACTkehr44,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,21,19,21,19,18,18,12,10,2,0
Qbm2YkLrumPt,0,0,5,1,1,-1,6,78.65506622013166,QYLPbmkrumt2,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
7YM3McwmUcDJ,0,0,5,1,1,-1,6,78.65506622013166,YMMUDJcwmc73,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
3vDWF7SA8L4v,0,0,5,1,1,-1,6,78.65506622013166,DWFSALvv3784,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,26,19,26,19,18,18,12,8,4,0
jDdXdb8bU3XK,0,0,5,1,1,-1,6,78.65506622013166,DXUXKjddbb83,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,21,18,21,18,17,17,12,10,2,0
eYwX6acAVzJ4,0,0,5,1,1,-1,6,78.65506622013166,YXAVJewacz64,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,20,18,20,18,17,17,12,10,2,0
2u5srW6bGzcb,0,0,5,1,1,0,7,78.65506622013166,WGusrbzcb256,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,20,15,20,15,14,14,12,9,3,0
GA74Q8NkxQYK,0,0,5,1,1,-1,6,78.65506622013166,GAQNQYKkx748,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,23,20,23,20,19,19,12,9,3,0
E23XeALyn7y4,0,0,5,1,1,-1,6,78.65506622013166,EXALeyny2374,63.57449848821972,15.080567731911938,19.173040538426356,0,0,5,1,0,-1,5,21,17,21,17,16,16,12,8,4,0
Vsw4cA7zDW3A,0,0,5,1,1,0,7,78.65506622013166,VADWAswcz473,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,23,18,23,18,17,17,12,9,3,0
PqX6eK2JzbYA,0,0,5,1,1,-1,6,78.65506622013166,PXKJYAqezb62,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
F9Xvh3QfzU26,0,0,5,1,1,-1,6,78.65506622013166,FXQUvhfz9326,63.57449848821972,15.080567731911938,19.173040538426356,0,0,5,1,0,-1,5,21,17,21,17,16,16,12,8,4,0
FhrBwGZUAk4p,0,0,5,1,1,-1,6,78.65506622013166,FBGZUAhrwkp4,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,20,19,20,19,18,18,12,11,1,0
84SPPE342HbE,0,0,5,1,1,-1,6,78.65506622013166,SPPEHEb84342,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,7,5,0
9SAG5R6Pdquf,0,0,5,1,1,-1,6,78.65506622013166,SAGRPdquf956,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,23,18,23,18,17,17,12,9,3,0
ppQ3GxfsP36h,0,0,5,1,1,0,7,78.65506622013166,QGPppxfsh336,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,0,6,19,16,19,16,15,15,12,9,3,0
t2CGuEu2M6xp,0,0,5,1,1,-1,6,78.65506622013166,CGEMtuuxp226,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,22,17,22,17,16,16,12,9,3,0
5h3mY8VKZeVV,0,0,5,1,1,-1,6,78.65506622013166,YVKZVVhme538,64.48138908382823,14.17367713630342,18.020043485356176,0,0,5,1,0,-1,5,24,19,24,19,18,18,12,9,3,0
7EH8e9jPHhmE,0,0,5,1,1,-1,6,78.65506622013166,EHPHEejhm789,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,23,18,23,18,17,17,12,9,3,0
n2PsrGwQMqFm,0,0,5,1,1,0,7,78.65506622013166,PGQMFnsrwqm2,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,0,6,19,18,19,18,17,17,12,11,1,0
WpEREs2DW5uh,0,0,5,1,1,-1,6,78.65506622013166,WEREDWpsuh25,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
3CByauVxZrAV,0,0,5,1,0,-1,5,78.65506622013166,CBVZAVyauxr3,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,20,19,20,19,18,18,12,11,1,0
EsHYj8Hn7JYt,0,0,5,1,1,-1,6,78.65506622013166,EHYHJYsjnt87,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
jHw3DCPFnY2g,0,0,5,1,1,-1,6,78.65506622013166,HDCPFYjwng32,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
wXCmFNmX2bvt,0,0,5,1,1,0,7,78.65506622013166,XCFNXwmmbvt2,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,0,6,19,18,19,18,17,17,12,11,1,0
5wgUysJFEhfb,0,0,5,1,0,-1,5,78.65506622013166,UJFEwgyshfb5,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,11,1,0
fvtX87ghAHcN,0,0,5,1,1,-1,6,78.65506622013166,XAHNfvtghc87,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,10,2,0
Nex6AQbQ4m9A,0,0,5,1,1,-1,6,78.65506622013166,NAQQAexbm649,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,23,18,23,18,17,17,12,9,3,0
GKMsw4d2XSPd,0,0,5,1,1,0,7,78.65506622013166,GKMXSPswdd42,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,0,6,22,19,22,19,18,18,12,10,2,0
bfuS97EaerQw,0,0,5,1,1,-1,6,78.65506622013166,SEQbfuaerw97,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,17,16,17,16,15,15,12,10,2,0
RFrbGHDm3jU4,0,0,5,1,1,-1,6,78.65506622013166,RFGHDUrbmj34,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,21,19,21,19,18,18,12,10,2,0
Ne7Cxvu5Mrqk,0,0,5,0,1,-1,5,78.65506622013166,NCMexvurqk75,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,19,16,19,16,15,15,12,10,2,0
wEDe55sjNRrv,0,0,5,1,1,-1,6,78.65506622013166,EDNRwesjrv55,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,18,17,18,17,16,16,12,10,2,0
knzkT8KqnNRW,0,0,5,1,1,0,7,78.65506622013166,TKNRWknzkqn8,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,0,6,19,18,19,18,17,17,12,11,1,0
xv9vrWjRbdHB,0,0,5,1,1,0,7,78.65506622013166,WRHBxvvrjbd9,66.70378150516468,11.951284714966972,15.194551717137905,0,0,5,1,0,0,6,18,17,18,17,16,16,12,11,1,0
9q3Vy3WQXMFM,0,0,5,1,1,-1,6,78.65506622013166,VWQXMFMqy933,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,0,6,25,20,25,20,19,19,12,9,3,0
KAqp5w9Wdf27,0,0,5,1,1,-1,6,78.65506622013166,KAWqpwdf5927,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,20,16,20,16,15,15,12,8,4,0
CHZ68eXDmfmk,0,0,5,1,1,-1,6,78.65506622013166,CHZXDemfmk68,64.6333921772733,14.021674042858372,17.82679071633601,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,10,2,0
fc2R9vJyygAp,0,0,5,1,1,-1,6,78.65506622013166,RJAfcvyygp29,65.70378150516468,12.951284714966972,16.465925638814234,0,0,5,1,0,-1,5,19,16,19,16,15,15,12,10,2,0
7jmAKDx6ZBCm,0,0,5,1,1,-1,6,78.65506622013166,AKDZBCjmxm76,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,2,0
utG9jjhMPcP6,0,0,5,1,1,-1,6,78.65506622013166,GMPPutjjhc96,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,19,17,19,17,16,16,12,10,2,0
qhMwTfaHZ6Rd,0,0,5,1,1,-1,6,78.65506622013166,MTHZRqhwfad6,66.21835467799444,12.436711542137214,15.811710726084232,0,0,5,1,0,-1,5,19,18,19,18,17,17,12,11,1,0
26N8fvUk7dWe,0,0,5,1,1,-1,6,78.65506622013166,NUWfvkde2687,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,21,16,21,16,15,15,12,8,4,0
qnj7uEQak7AF,0,0,5,1,1,-1,6,78.65506622013166,EQAFqnjuak77,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,10,2,0
7pXh3UpVk33n,0,0,5,1,1,-1,6,78.65506622013166,XUVphpkn7333,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,21,16,21,16,15,15,12,8,4,0
j2Nf2znTMdyN,0,0,5,1,1,-1,6,78.65506622013166,NTMNjfzndy22,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,10,2,0
7cGsPezN5aYd,0,0,5,1,1,-1,6,78.65506622013166,GPNYcsezad75,64.89642658310709,13.758639637024578,17.492375632255296,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,10,2,0
4zFqPps8hybv,0,0,5,1,1,-1,6,78.65506622013166,FPzqpshybv48,67.11881900444352,11.53624721568813,14.666883864037029,0,0,5,1,0,-1,5,18,15,18,15,14,14,12,10,2,0
dpgHvZJhcp7w,0,0,5,1,1,0,7,78.65506622013166,HZJdpgvhcpw7,67.70378150516468,10.951284714966972,13.923177795461578,0,0,5,1,0,0,6,17,16,17,16,15,15,12,11,1,0
