originalPassword,symbolStart,chunks,characters,unsentenceLikeCaps,mixedCharacterString,pronounceable,lpd,entropy,permutedPassword,newentropy,lostEntropy,percentEntropyLoss,newsymbolStart,newchunks,newcharacters,newunsentenceLikeCaps,newmixedCharacterString,newpronounceable,newlpd,ipadkeystrokes,newipadkeystrokes,androidkeystrokes,newandroidkeystrokes,desktopkeystrokes,newdesktopkeystrokes,passwordlength,numLetters,numNumbers,numSymbols
kl$kievleS5o,0,0,3,1,1,-1,4,78.65506622013166,Sklkievleo5$,68.28874400588585,10.366322214245816,13.17947172688613,0,0,5,0,0,-1,4,17,14,17,14,14,14,12,10,1,1
d+LeYluVi3y&,0,0,4,1,1,-1,5,78.65506622013166,LYVdeluiy3+&,62.89642658310708,15.758639637024578,20.035123475607953,0,0,4,1,0,-1,4,21,18,21,18,17,17,12,9,1,2
p_oa1oa-ludO,0,1,3,1,1,-1,5,78.65506622013166,Opoaoalud1_-,66.11881900444354,12.536247215688128,15.938257785713352,0,0,4,0,0,-1,3,20,16,20,16,14,14,12,9,1,2
2ieC9#ePOUvi,0,0,4,2,1,-2,5,78.65506622013166,CPOUieevi29#,62.311464082385925,16.343602137745734,20.7788295441834,0,0,5,1,0,-1,5,21,18,21,18,17,17,12,9,2,1
_IekLawROU7l,1,0,5,1,1,-1,7,78.65506622013166,ILROUekawl7_,63.63339217727329,15.021674042858372,19.09816463801234,0,0,5,1,0,-1,5,22,19,22,19,18,18,12,10,1,1
phLEqo?5_E3i,0,1,2,1,1,-1,4,78.65506622013166,LEEphqoi53?_,61.311464082385925,17.343602137745734,22.050203465859727,0,0,4,1,0,-1,4,20,17,20,17,17,17,12,8,2,2
9?api?Xoa8Ie,0,1,3,0,1,-1,4,78.65506622013166,XIapioae98??,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,20,15,20,15,16,16,12,8,2,2
thius1la8rO-,0,0,5,1,1,-1,6,78.65506622013166,Othiuslar18-,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,0,0,-1,4,18,14,18,14,13,13,12,9,2,1
p4iuP$awiUg9,0,0,4,2,1,-2,5,78.65506622013166,PUpiuawig49$,64.11881900444354,14.536247215688128,18.481005629066008,0,0,5,1,0,-1,5,19,15,19,15,15,15,12,9,2,1
*tlehia4HIac,1,0,5,1,1,-1,7,78.65506622013166,HItlehiaac4*,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,1,0,-1,5,19,16,18,15,15,15,12,10,1,1
nLe&oa4Iadrl,0,0,4,1,1,-2,4,78.65506622013166,LIneoaadrl4&,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,1,0,-1,5,18,15,18,15,15,15,12,10,1,1
Brl@9oEso_6r,0,1,3,1,0,-1,4,78.65506622013166,BErlosor96@_,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,20,16,20,16,16,16,12,8,2,2
bL7YOu0&iuXO,0,0,4,2,1,-2,5,78.65506622013166,LYOXObuiu70&,62.311464082385925,16.343602137745734,20.7788295441834,0,0,5,1,0,-1,5,21,18,21,18,18,18,12,9,2,1
wle5ou!9aSwO,0,0,3,1,1,-2,3,78.65506622013166,SOwleouaw59!,64.11881900444354,14.536247215688128,18.481005629066008,0,0,5,1,0,-1,5,18,15,18,15,15,15,12,9,2,1
choAK&U0rlEw,0,0,4,2,1,-2,5,78.65506622013166,AKUEchorlw0&,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,20,17,20,17,17,17,12,10,1,1
_hIEho@wIa9O,1,0,4,2,1,-2,6,78.65506622013166,IEIOhhowa9_@,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,23,19,23,19,18,18,12,9,1,2
zLaf8az@u2Iu,0,0,4,1,2,-1,6,78.65506622013166,LIzafazuu82@,64.11881900444354,14.536247215688128,18.481005629066008,0,0,5,1,0,-1,5,20,15,20,15,15,15,12,9,2,1
fIus4&acLuNi,0,0,4,2,0,-2,4,78.65506622013166,ILNfusacui4&,64.70378150516468,13.951284714966974,17.737299560490563,0,0,5,1,0,-1,5,17,16,17,16,16,16,12,10,1,1
Crl$wl*mi8pr,0,1,2,0,1,-1,3,78.65506622013166,Crlwlmipr8$*,66.11881900444354,12.536247215688128,15.938257785713352,0,0,4,0,0,-1,3,20,15,19,14,15,15,12,9,1,2
Fl2tie?1axo=,0,0,3,0,1,-2,2,78.65506622013166,Fltieaxo21?=,64.11881900444354,14.536247215688128,18.481005629066008,0,0,4,0,0,-1,3,19,15,19,15,14,14,12,8,2,2
Do&zius2ia9l,0,0,3,0,1,-2,2,78.65506622013166,Doziusial29&,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,0,0,-1,4,19,14,19,14,14,14,12,9,2,1
dO5BRoUthi=f,0,0,4,1,1,-1,5,78.65506622013166,OBRUdothif5=,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,21,18,21,18,16,16,12,10,1,1
zlU9$a?roeFr,0,1,2,2,0,-2,3,78.65506622013166,UFzlaroer9$?,64.11881900444354,14.536247215688128,18.481005629066008,0,0,4,1,0,-1,4,18,15,18,15,16,16,12,9,1,2
spiUcIE&=I6H,0,1,3,1,1,-1,5,78.65506622013166,UIEIHspic6&=,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,22,19,22,19,18,18,12,9,1,2
#2oe5woerIes,1,0,5,1,1,-1,7,78.65506622013166,Ioewoeres25#,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,0,0,-1,4,19,15,19,15,14,14,12,9,2,1
G9=MoUjoa2@u,0,1,3,1,0,-1,4,78.65506622013166,GMUojoau92=@,61.311464082385925,17.343602137745734,22.050203465859727,0,0,4,1,0,-1,4,20,18,20,18,16,16,12,8,2,2
fo?CLEThi0G1,0,0,3,1,1,-2,3,78.65506622013166,CLETGfohi01?,62.311464082385925,16.343602137745734,20.7788295441834,0,0,5,1,0,-1,5,22,18,22,18,18,18,12,9,2,1
prIU#ies#0AW,0,1,2,2,0,-3,2,78.65506622013166,IUAWpries0##,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,23,18,23,18,18,18,12,9,1,2
p3EBOurl_8-o,0,1,3,1,1,-1,5,78.65506622013166,EBOpurlo38_-,61.311464082385925,17.343602137745734,22.050203465859727,0,0,4,1,0,-1,4,21,18,21,18,16,16,12,8,2,2
26umiA?i+flu,0,1,2,1,0,-2,2,78.65506622013166,Aumiiflu26?+,64.11881900444354,14.536247215688128,18.481005629066008,0,0,4,0,0,-1,3,20,15,20,15,15,15,12,8,2,2
brL-fiAjoE+6,0,1,3,2,0,-1,5,78.65506622013166,LAEbrfijo6-+,62.89642658310708,15.758639637024578,20.035123475607953,0,0,4,1,0,-1,4,20,17,20,17,16,16,12,9,1,2
s_iUp!1Utiew,0,1,3,1,0,-2,3,78.65506622013166,UUsiptiew1_!,64.11881900444354,14.536247215688128,18.481005629066008,0,0,4,1,0,-1,4,19,17,19,17,16,16,12,9,1,2
vOeF-a9lUxoU,0,0,3,2,1,-2,4,78.65506622013166,OFUUvealxo9-,63.89642658310708,14.758639637024578,18.763749553931625,0,0,5,1,0,-1,5,20,17,20,17,16,16,12,10,1,1
spI27oa+PO_t,0,1,3,2,1,-2,5,78.65506622013166,IPOspoat27+_,61.311464082385925,17.343602137745734,22.050203465859727,0,0,4,1,0,-1,4,23,17,23,17,17,17,12,8,2,2
j-ev6aswIuwO,0,0,4,1,1,-1,5,78.65506622013166,IOjevaswuw6-,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,1,0,-1,5,18,15,18,15,14,14,12,10,1,1
Dro#C7lAdla?,0,0,4,1,1,-2,4,78.65506622013166,DCAroldla7#?,62.89642658310708,15.758639637024578,20.035123475607953,0,0,4,1,0,-1,4,21,18,21,18,17,17,12,9,1,2
v#up6ousiuhO,0,0,4,1,1,-1,5,78.65506622013166,Ovupousiuh6#,68.28874400588585,10.366322214245816,13.17947172688613,0,0,5,0,0,-1,4,18,15,18,15,14,14,12,10,1,1
cR?9drlufr*3,0,1,3,1,0,-1,4,78.65506622013166,Rcdrlufr93?*,64.11881900444354,14.536247215688128,18.481005629066008,0,0,4,0,0,-1,3,18,15,16,14,15,15,12,8,2,2
Xoefi1jlu&lu,0,0,4,0,1,-2,3,78.65506622013166,Xoefijlulu1&,68.28874400588585,10.366322214245816,13.17947172688613,0,0,5,0,0,-1,4,17,14,17,14,14,14,12,10,1,1
tO-dRouklat2,0,0,3,2,0,-2,3,78.65506622013166,ORtdouklat2-,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,1,0,-1,5,17,15,17,15,14,14,12,10,1,1
SI&?leSpL2qi,0,1,3,2,1,-2,5,78.65506622013166,SISLlepqi2&?,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,20,17,20,17,18,18,12,9,1,2
-hO8Jiet4i=b,1,0,4,1,1,-1,6,78.65506622013166,OJhietib84-=,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,23,16,23,16,14,14,12,8,2,2
9lAb0OeP@Oeh,0,0,3,1,1,-2,3,78.65506622013166,AOPOlbeeh90@,62.311464082385925,16.343602137745734,20.7788295441834,0,0,5,1,0,-1,5,22,17,22,17,17,17,12,9,2,1
7touSw1ust@e,0,0,4,1,1,-1,5,78.65506622013166,Stouwuste71@,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,0,0,-1,4,19,14,19,14,14,14,12,9,2,1
W9uq$azoa+wL,0,1,2,1,1,-2,3,78.65506622013166,WLuqazoaw9$+,64.11881900444354,14.536247215688128,18.481005629066008,0,0,4,1,0,-1,4,21,16,21,16,16,16,12,9,1,2
xlA&lawrlep0,0,0,4,1,0,-2,3,78.65506622013166,Axllawrlep0&,68.28874400588585,10.366322214245816,13.17947172688613,0,0,5,0,0,-1,4,16,14,16,14,14,14,12,10,1,1
DlAciu_ie8wi,0,0,3,1,1,-2,3,78.65506622013166,DAlciuiewi8_,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,1,0,-1,5,19,16,19,16,15,15,12,10,1,1
tHoeswOa4l!r,0,0,4,1,1,-1,5,78.65506622013166,HOtoeswalr4!,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,1,0,-1,5,18,15,18,15,15,15,12,10,1,1
3ri=pLuNia9r,0,0,4,1,1,-2,4,78.65506622013166,LNripuiar39=,64.11881900444354,14.536247215688128,18.481005629066008,0,0,5,1,0,-1,5,21,16,21,16,14,14,12,9,2,1
JiU4l=prO&Cr,0,1,3,2,1,-2,5,78.65506622013166,JUOCilprr4=&,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,23,19,23,19,17,17,12,9,1,2
b*!2qladroEt,0,1,3,1,0,-1,4,78.65506622013166,Ebqladrot2*!,66.11881900444354,12.536247215688128,15.938257785713352,0,0,4,0,0,-1,3,17,16,15,14,15,15,12,9,1,2
5r$udrlUdr$u,0,1,3,1,0,-1,4,78.65506622013166,Urudrldru5$$,66.11881900444354,12.536247215688128,15.938257785713352,0,0,4,0,0,-1,3,19,14,19,14,15,15,12,9,1,2
d5AsPluf@6e=,0,0,3,1,1,-1,4,78.65506622013166,APdslufe56@=,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,20,16,20,16,15,15,12,8,2,2
+Ri81-oufrLu,1,0,3,1,0,-2,3,78.65506622013166,RLioufru81+-,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,19,17,19,17,15,15,12,8,2,2
PL5fr@Aqia9R,0,0,4,1,2,-1,6,78.65506622013166,PLARfrqia59@,62.311464082385925,16.343602137745734,20.7788295441834,0,0,5,1,0,-1,5,22,17,22,17,17,17,12,9,2,1
Woa4hlEgLap#,0,0,5,1,1,-1,6,78.65506622013166,WELoahlgap4#,64.70378150516468,13.951284714966974,17.737299560490563,0,0,5,1,0,-1,5,19,17,19,17,16,16,12,10,1,1
xO$sL5P3la=o,0,1,3,2,1,-1,6,78.65506622013166,OLPxslao53$=,61.311464082385925,17.343602137745734,22.050203465859727,0,0,4,1,0,-1,4,24,17,24,17,16,16,12,8,2,2
VLUc@AD9iuml,0,0,3,2,1,-2,4,78.65506622013166,VLUADciuml9@,63.63339217727329,15.021674042858372,19.09816463801234,0,0,5,1,0,-1,5,21,18,21,18,18,18,12,10,1,1
$laGlArO4wI?,1,0,4,1,1,-1,6,78.65506622013166,GAOIlalrw4$?,62.311464082385925,16.343602137745734,20.7788295441834,0,0,4,1,0,-1,4,21,17,21,17,18,18,12,9,1,2
driadr0Uv3#p,0,0,4,0,1,-1,4,78.65506622013166,Udriadrvp03#,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,0,0,-1,4,18,15,18,15,14,14,12,9,2,1
pla!o68roUWl,0,0,4,1,1,-2,4,78.65506622013166,UWplaorol68!,64.11881900444354,14.536247215688128,18.481005629066008,0,0,5,1,0,-1,5,18,15,18,15,15,15,12,9,2,1
s!AWR0eSou7!,0,0,4,1,1,-1,5,78.65506622013166,AWRSseou07!!,60.98953598749856,17.665530232633095,22.459494450354462,0,0,4,1,0,-1,4,21,17,21,17,18,18,12,8,2,2
2iu!rlEwroeC,0,0,4,1,0,-1,4,78.65506622013166,ECiurlwroe2!,66.11881900444354,12.536247215688128,15.938257785713352,0,0,5,1,0,-1,5,18,15,18,15,15,15,12,10,1,1
S_L8fROe6oew,0,0,4,1,1,-1,5,78.65506622013166,SLROfeoew86_,62.311464082385925,16.343602137745734,20.7788295441834,0,0,5,1,0,-1,5,23,18,23,18,17,17,12,9,2,1
